"name.common.worktable"|"spec"|"Exploited"|"general.taxonomic.group"|"Specific.taxonomic.group"|"habitat.horizontal"|"habitat.vertical"|"habitat.specific"|"depth"|"temperature"|"diet"|"mat.age.yr"|"mat.len.cm"|"size.max.len.cm"|"size.max.mass.kg"|"age.max.yr"|"fecundity.eggs.per.female"|"observations.of.interest"|"Needs.more.work"|"Notes"|"end"
"Larval Ascidians"|1825||"invertebrate"|||||||||||||||5||"XXXXX"
"Molgulidae"|1815|||||||||||||||||||"XXXXX"
"Lampetra Lamottei"|842||"fish"|"lamprey"||||||||||||||||"XXXXX"
"Lampetra Japonica"|841||"fish"|"lamprey"||||||||||||||||"XXXXX"
"Sea Lamprey"|240||"fish"|"lamprey"|"inland;inshore;anadromous"|"demersal"||"1;650"|"5;20"|"piscivore:dead or healthy fish(cod;hake;haddock;mackerel;shad;salmon;sturgeon;swordfish;basking sharks)"|||120|2.5|9|300,000|"Adults die after spawning."|||"XXXXX"
"Daisy Brittle Star"|6211||"invertebrate"||"inshore"|"benthic"||"subtidal;1500"||"benthivore/?:detritus;particles in the water column"|||"1.9*"||||||"*disc width"|"XXXXX"
"Ophiura Robusta"|6215||"invertebrate"|||||||||||||||||"XXXXX"
"Ophiura Sarsi"|6213||"invertebrate"|||||||||||||||||"XXXXX"
"Ophiura"|6212||"invertebrate"|||||||||||||||||"XXXXX"
"Stegophiura Nodosa"|6217||"invertebrate"|||||||||||||||||"XXXXX"
"Gorgonocephalidae"|6300||"invertebrate"||||||||||||||"? Family is Euryalina.  Gorgonocephalidae is the genus.  "|2||"XXXXX"
"Gorgonocephalus, Basket star"|6310||"invertebrate"|||||||||||||||||"XXXXX"
"Gorgonocephalida"|6309||"invertebrate"||||||||||||||"? Family is Euryalina.  Gorgonocephalidae is the genus.  "|2||"XXXXX"
"Brittle Star"|6200||"invertebrate"|||||||||||||||||"XXXXX"
"Asterias forbesi"|"new species"|"no"|"invertebrate"|"Starfish"|"inshore"|"benthic"||"0;50"||||||||||3||"XXXXX"
"Purple Starfish"|6111|"no"|"invertebrate"|"Starfish"|"inshore"|"benthic"|"benthic:rock;kelp;soft"|"0;200"||"benthivore:Mytilus edulis;Ophiopholis aculeata;Mya truncata;Spisula polynyma;Clinocardium ciliatum"|||15|||||||"XXXXX"
"Asterias"|6110||"invertebrate"|"Starfish"||"benthic"||||||||||||||"XXXXX"
"Muller's Starfish"|6132||"invertebrate"|"Starfish"||"benthic"||||||||||||||"XXXXX"
"Leptasterias Polaris"|6113||"invertebrate"|"Starfish"|"inshore"|"benthic"|"benthic:hard;soft"|||"benthivore:Mytilus edulis;Hiatella arctica;Mya truncata;Spisula polynyma;Clinocardium ciliatum "|||||||"Southern limit is Gulf of Saint Lawrence"|||"XXXXX"
"Slender Armed Sea Star"|6134||"invertebrate"|"Starfish"||"benthic"||||||||||||||"XXXXX"
"Pontaster"|6133||"invertebrate"|"Starfish"||||||||||||||||"XXXXX"
"Astropecten Duplicatus"|6135||"invertebrate"||||||||||||||||"Originally spelled Astrotectin, but no info on that genus."|"XXXXX"
"Psilaster Archaster"|6128||"invertebrate"|"Starfish"||||||||||||||||"XXXXX"
"Mud Star"|6115||"invertebrate"|"Starfish"|||"mud"|"6;?"|||||5|||||||"XXXXX"
"Blood Star"|6119||"invertebrate"|"Starfish"||"benthic"||||||||||||||"XXXXX"
"Poraniomorpha Borealis"|6130||"invertebrate"|"Starfish"||||||||||||||||"XXXXX"
"Poraniomorpha Hispida"|6129||"invertebrate"|"Starfish"||||||||||||||||"XXXXX"
"Diplopteraster Multipes"|6131||"invertebrate"|"Starfish"||"benthic"||||||||||||||"XXXXX"
"Pteraster Militaris"|6125||"invertebrate"|"Starfish"||||||||||||||||"XXXXX"
"Purple Sunstar"|6121||"invertebrate"|"Starfish"||"benthic"||||"benthivore:bivalves;sea cucumbers"|||20|||||||"XXXXX"
"Sun Star"|6123||"invertebrate"|"Starfish"||"benthic"||||||||||||||"XXXXX"
"Hippasteria Phrygiana, Horse Star"|6117||"invertebrate"|"Starfish"|||||||||20|||||||"XXXXX"
"Pentagonaster Tosia"|6127||"invertebrate"|"Starfish"||||||||||||||||"XXXXX"
"Asteroidea"|6100||"invertebrate"|"Starfish"||"benthic"||||||||||||||"XXXXX"
"Purple Sea Urchin"|6421||"invertebrate"|"urchin"||||||||||||||||"XXXXX"
"Arabacia"|6420||"invertebrate"|"urchin"||||||||||||||||"XXXXX"
"Echinarachnius Parma, Sand Dollar"|6511||"invertebrate"|||||||||||||||||"XXXXX"
"Strongylocentrotus Droebachiensis"|6411|"yes"|"invertebrate"|"Urchin"|"inshore"|"benthic"|"benthic:rock"|||"herbivore:seaweed"|||9||||"Preyed on by fish, crabs, seabirds. A parasitic amoeba is the biggest threat to the stock."|||"XXXXX"
"Strongylocentrotus Echinoides"|6412||"invertebrate"|"Urchin"|||||||||||||||"species name changed from : Echinoides"|"XXXXX"
"Sea Urchins"|6400||"invertebrate"|"Urchin"||||||||||||||||"XXXXX"
"Echinocardium Cordatum"|6801||"invertebrate"|"Urchin"||||||||||||||||"XXXXX"
"Heart Urchin"|6413||"invertebrate"|"Urchin"||||||||||||||||"XXXXX"
"Sand Dollars"|6500||"invertebrate"|"Urchin"||||||||||||||||"XXXXX"
"Sand Dollars"|6397||"invertebrate"|"Urchin"||||||||||||||||"XXXXX"
"Chiridota Laevis"|6719||"invertebrate"|"Sea cucumber"||||||||||||||||"XXXXX"
"Cucumaria Frondosa, Orange Footed Sea Cucumber"|6611||"invertebrate"|"Sea cucumber"||"benthic"||||"plankivore:(suspension feeder)"|||50|||||||"XXXXX"
"Duasmodactyla Commune"|6716||"invertebrate"|"Sea cucumber"||||||||||||||||"XXXXX"
"Havelockia Scabra"|6711||"invertebrate"|"Sea cucumber"||||||||||||||||"XXXXX"
"Thyone Unisemita"|6712||"invertebrate"|"Sea cucumber"||||||||||||||||"XXXXX"
"Thyone"|6714||"invertebrate"|"Sea cucumber"||||||||||||||||"XXXXX"
"Scarlett Psolus"|6713||"invertebrate"|"Sea cucumber"||||||||||||||||"XXXXX"
"Psolus Phantapus"|6715||"invertebrate"|"Sea cucumber"||||||||||||||||"XXXXX"
"Psolus"|6710||"invertebrate"|"Sea cucumber"||||||||||||||||"XXXXX"
"Psoluses, Thyones"|6700||"invertebrate"|"Sea cucumber"||||||||||||||||"XXXXX"
"Caudina Arenata"|6717||"invertebrate"|"Sea cucumber"||||||||||||||||"XXXXX"
"Molpadia Musculus"|6720||"invertebrate"|"Sea cucumber"||||||||||||||||"XXXXX"
"Molpadia"|6718||"invertebrate"|"Sea cucumber"||||||||||||||||"XXXXX"
"Phyllophoridae"|6705||"invertebrate"|"Sea cucumber"||||||||||||||||"XXXXX"
"Sea Cucumbers"|6600||"invertebrate"|"Sea cucumber"||||||||||||||||"XXXXX"
"Sea Lilies"|6900||"invertebrate"|||||||||||||||||"XXXXX"
"Echinoderms"|6000||"invertebrate"|||||||||||||||||"XXXXX"
"Horseshoe Crab (American)"|2514|"no"|"invertebrate"|||"benthic"||||"benthivore:small bivalves;mollusk;worms;dead fish;algae"|||60|5|19|"2,000;30,000"|"Maine is typical northern end of range. Shorebirds feed on horseshoe crab eggs during spawning."||"http://en.wikipedia.org/wiki/Merostomata"|"XXXXX"
"Nymphon Longitarse, Sea Spider"|2891||"invertebrate"|"Sea spider"||||||||||||||||"XXXXX"
"Nymphon Macrum, Sea Spider"|2892||"invertebrate"|"Sea spider"||||||||||||||||"XXXXX"
"Nymphon, Sea Spider"|2893||"invertebrate"|"Sea spider"||||||||||||||||"XXXXX"
"Sea Spider"|5100||"invertebrate"|"Sea spider"||||||||||||||||"XXXXX"
"Pycnogonidae"|5101||"invertebrate"|"Sea spider"||||||||||||||||"XXXXX"
"Anemone Sea Spider"|5102||"invertebrate"|"Sea spider"||"benthic"|"benthic:under stones;on sea anemones;hydroids"|"?;820"|||||1.8|||||||"XXXXX"
"Evadne"|2352||"invertebrate"|||||||||||||||||"XXXXX"
"Podon"|2351||"invertebrate"|||||||||||||||||"XXXXX"
"Cladocera"|2350||"invertebrate"|"Cladocera"||||||||||||||||"XXXXX"
"Caridea So."|3240||"invertebrate"|||||||||||||||||"XXXXX"
"Penaeidae"|2450||"invertebrate"|||||||||||||||||"XXXXX"
"Munida Iris"|2555||"invertebrate"|||||||||||||||||"XXXXX"
"Munida Valida"|2556||"invertebrate"|||||||||||||||||"XXXXX"
"Munidopsis Curvirostra, Galatheid crab "|2566||"invertebrate"|||||||||||||||||"XXXXX"
"Craylets, squat lobsters"|2554||"invertebrate"|"Lobster"||||||||||||||||"XXXXX"
"Northern Stone Crab, Spiny Crab"|2523|"no"|"invertebrate"|"Crab"|"inshore"|"benthic"|"benthic:sand,clay"|"65;790"|"0;10"|||9|12|"0.5,1"||"1500;4900"|"Not exceptionally fertile, doesn't lay many eggs"|"http://www.dfo-mpo.gc.ca/csas/Csas/status/1998/c4-04e.pdf"||"XXXXX"
"Spiny Crab"|2525||"invertebrate"|"Crab"|"shelf"|"benthic"||"60;732"||"benthivore;detritivore"|||10|||||"http://www.mun.ca/osc/oscedu/lmaia.php; http://www.allthesea.com/Deep-Sea-Fish-Spiny-King-Crab.html"||"XXXXX"
"Spiny Spider Crab"|2528|"yes"|"invertebrate"|"Crab"|"inshore"|"benthic"|"benthic:mud,sand"|"0;120"|"?;22"|"omnivore"|3||12.8||9|"45000;400000"|"Seasonal migrations"|"http://www2.hawaii.edu/~carlm/spider.html#classification"||"XXXXX"
"Pagurus Acadianus"|2562||"invertebrate"|"Hermit crab"||||||||||||||||"XXXXX"
"Pagurus Arcuatus"|2568||"invertebrate"|"Hermit crab"||||||||||||||||"XXXXX"
"Pagurus Kroyeri"|2563||"invertebrate"|"crab (hermit) "||||||||||||||||"XXXXX"
"Pagurus Politus"|2558||"invertebrate"|"Hermit crab"||||||||||||||||"XXXXX"
"Pagurus Pubescens"|2564||"invertebrate"|"Hermit crab"||||||||||||||||"XXXXX"
"Pagurus"|2561||"invertebrate"|"Hermit crab"||||||||||||||||"XXXXX"
"Hermit Crabs"|2559||"invertebrate"|"Hermit crab"||||||||||||||||"XXXXX"
"Paguroidea"|2560||"invertebrate"|"Hermit crab"||||||||||||||||"XXXXX"
"Crab (Infraorder Anomura)"|2516||"invertebrate"|"Crab"|"inshore;shelf"|"benthic"|"benthic:mud,sand,hard bottom"|"intertidal"||"omnivore"||||||||||"XXXXX"
"American Lobster"|2550|"yes"|"invertebrate"|"Lobster"|"inshore;shelf"|"benthic"|"benthic:rock;mud"|"0;700"||"benthivore/piscivore:crab;mussels;clams;starfish;urchins;marine worms;shrimp;amphipods;small fish;decaying matter"|"4;7"|"7.8;10(carapace length)"|104|20|50|"4,000;80,000"||2||"XXXXX"
"American Lobster (larvae)"|2551||"invertebrate"|"Lobster"||||||||||||||2||"XXXXX"
"American Lobster (short)"|2552||"invertebrate"|"Lobster"||||||||||||||2||"XXXXX"
"American Lobster (berried)"|2553||"invertebrate"|"Lobster"||||||||||||||2||"XXXXX"
"Calappa (Megalops)"|2529||"invertebrate"|"Crab"||||||||||||||||"XXXXX"
"Calappidae"|2508||"invertebrate"|"Crab"|"inshore;shelf"|"benthic"|"benthic:rock,sand,mud"|"0;300"||"benthivore:small invertebrates;may also filter sediment"||3.7|17|||65000|"Capable of burying itself completely in mud for extended periods of time."|"http://www.int-res.com/articles/meps/59/m059p083.pdf; http://eprints.jcu.edu.au/1182/; http://www.dfo-mpo.gc.ca/csas/CSAS/DocREC/1999/pdf/99_131e.pdf"||"XXXXX"
"Jonah Crab"|2511|"yes"|"invertebrate"|"Crab"|"inshore;shelf"|"benthic"|"benthic:rock;sand;mud;clay"|"intertidal;800"||"benthivore"||||||||||"XXXXX"
"Atlantic Rock Crab"|2513|"yes"|"invertebrate"|"Crab"|"shelf"|"benthic"|"benthic:sand"|"0;2441"|||||150||8||"Rock crabs under legal size are preyed on by lobster"|||"XXXXX"
"Crabs (Genus Cancer)"|2524||"invertebrate"|"Crab"|"shelf"|"mesopelagic "||||||||||||||"XXXXX"
"Cancer Crab"|2509||"invertebrate"|"Crab"|"shelf"|"mesopelagic "||||||||||||||"XXXXX"
"Snow Crab (Queen)"|2526|"yes"|"invertebrate"|"Crab"|"shelf"|"benthic"|"benthic: mud"|"45;640"|" -1;14"|"detritivore"|8|6|7.4|1|"10;12"|"8000;80000"|"Complex & long lived"|||"XXXXX"
"Toad Crab"|2527|"yes"|"invertebrate"|"Crab"|"inshore"|"benthic"|"benthic:mud;pebble"|"?;60"||"benthivore;detritivore"|||"10;12"|||||||"XXXXX"
"Hyas Coarctatus, Lyre Crab, Toad Crab"|2521|"yes"|"invertebrate"|"Crab"|"inshore"|"benthic"|"benthic:hard bottom"|"?;60"|||||8.7|||||||"XXXXX"
"Toad Crab"|2520|"yes"|"invertebrate"|"Crab"|"inshore;shelf"|"benthic"|"benthic:mud,sand,gravel"|"0;1650"||"benthivore; detritivore"||2||||||"http://www.fishaq.gov.nl.ca/research_development/fdp/toad_crab.pdf"||"XXXXX"
"Spider Crab"|2519||"invertebrate"|"Crab"||"benthic"||||||||||||"2; similar to snow crab"||"XXXXX"
"Deep Sea Red Crab"|2532||"invertebrate"|"Crab"|"shelf"|"mesopelagic "|"benthic:mud,sand,hard bottom"|"200;1800+"|"4;20"|"omnivore; detritivore"|8||12||15||"Sexual separation in habitat"|"http://www.nefsc.noaa.gov/sos/spsyn/iv/redcrab/"||"XXXXX"
"Portunid Crabs"|6006||"invertebrate"|"Crab"||||||||||||||||"XXXXX"
"Blue Crab"|2512|"no"|"invertebrate"|"Crab"|"inshore"|"benthic"||||||||||"100,000; 1,000,000"||||"XXXXX"
"Green Crab"|2531|"yes"|"invertebrate"|"Crab"|"inshore"|"benthic"|"benthic:mud,sand,rock"|"0;20"|"0;33"|"Benthivore: bivalves; polychaetes; small crustaceans"||6|10||5|185000|"Salinity : 4-54ppt, extremely invasive"|"http://en.wikipedia.org/wiki/Carcinus_maenas"||"XXXXX"
"Crab (Ovalipes Sp)"|2538||"invertebrate"|"Crab"||||"?;20"||||||||||||"XXXXX"
"Portunidae"|2515||"invertebrate"|"Crab"||||||||||||||||"XXXXX"
"Lyreidus Bairdii"|2533||"invertebrate"|"Crab"||||||||||||||||"XXXXX"
"Brachiuran Crabs"|2510||"invertebrate"|"Crab"||||||||||||||||"XXXXX"
"Argis Dentata"|2411||"invertebrate"|||||"30;?"||||||||||||"XXXXX"
"Argis"|2410||"invertebrate"|||||||||||||||||"XXXXX"
"Crangon Septemspinosa, Gray Sand Shrimp"|2417||"invertebrate"||||"estuaries"|"?;30"||||||||||||"XXXXX"
"Crangon"|2416||"invertebrate"|||||||||||||||||"XXXXX"
"Pontophilus Brevirostris"|2412||"invertebrate"|||||||||||||||||"XXXXX"
"Pontophilus Norvegicus, Norwegian Shrimp"|2415||"invertebrate"||"inshore"|||"deep"|||||||||"Laurentian Channel"|||"XXXXX"
"Sabinea Septemcarinata"|2421||"invertebrate"|||||"30;?"||||||||||||"XXXXX"
"Sabinea"|2420||"invertebrate"|||||||||||||||||"XXXXX"
"Sclerocrangon Boreas"|2414||"invertebrate"||"inshore"|||"30;?"||||||||||||"XXXXX"
"Sculptured shrimp"|2413||"invertebrate"|||||||||||||||||"XXXXX"
"Crangonidae  "|2400||"invertebrate"|||||||||||||||||"XXXXX"
"Common Shore Shrimp"|2245||"invertebrate"|||||||||||||||||"XXXXX"
"Palaemonidae"|2240||"invertebrate"|||||||||||||||||"XXXXX"
"Dichelopandalus Leptocerus"|2214||"invertebrate"|"Shrimp"||||||||||||||||"XXXXX"
"Dichelopandalus"|2215||"invertebrate"|"Shrimp"||||||||||||||||"XXXXX"
"Pandalus Borealis"|2211|"yes"|"invertebrate"|"Shrimp"|"inshore;shelf"|"benthic"|"benthic:mud"|"10;300, >150"|"2;6"||3.5|2.6|12||8||"the only commercially important shrimp species in the Maritimes."|||"XXXXX"
"Pandalus Montagui"|2212||"invertebrate"|"Shrimp"|"inshore"|||"30;150"||||||||||||"XXXXX"
"Pandalus Propinquus"|2213||"invertebrate"|"Shrimp"|||||||||||||"Very uncommon"|||"XXXXX"
"Pandalus"|2210||"invertebrate"|"Shrimp"||||||||||||||||"XXXXX"
"Pandalidae"|2200||"invertebrate"|"Shrimp"||||||||||||||||"XXXXX"
"Pasiphaea Multidentata, Pink Glass Shrimp"|2221||"invertebrate"|"Shrimp"|"inshore"||||||||||||"Laurentian Channel"|||"XXXXX"
"Shrimp"|2220||"invertebrate"|"Shrimp"||||||||||||||||"XXXXX"
"Pasiphaeidae"|2219||"invertebrate"|"Shrimp"||||||||||||||||"XXXXX"
"Caridion Gordoni"|2318||"invertebrate"|"Shrimp"||||||||||||||||"XXXXX"
"Eualus Fabricii"|2332||"invertebrate"|"Shrimp"||||"30;?"||||||||||||"XXXXX"
"Eualus Gaimardii"|2333||"invertebrate"|"Shrimp"||||"30;?"||||||||||||"XXXXX"
"Eualus Macilentus, Greenland Shrimp"|2331||"invertebrate"|"Shrimp"|"inshore"|||"30;?"||||||||||||"XXXXX"
"Eualus Pusiolus"|2317||"invertebrate"|"Shrimp"|"inshore"||"rock"|"30;500"|" -1.3;10.5"|"benthivore:foraminiferans;harpacticoid copepods;amphipods;ostracods;polychaetes;sponges;diatoms"||||||"60;350"|"Uncommon"|||"XXXXX"
"Eualus"|2330||"invertebrate"|"Shrimp"||||||||||||||||"XXXXX"
"Eel Grass Shrimp"|2309||"invertebrate"|"Shrimp"||||||||||||||||"XXXXX"
"Lebbeus Groenlandicus"|2319||"invertebrate"|"Shrimp"||||"30;?"|||||||||"Usually in eastern Gulf"|||"XXXXX"
"Lebbeus Polaris"|2312||"invertebrate"|"Shrimp"|"inshore"|||"30;?"||||||||||||"XXXXX"
"Lebbeus Zebra"|2321||"invertebrate"|"Shrimp"||||||||||||||||"XXXXX"
"Lebbeus"|2320||"invertebrate"|"Shrimp"||||||||||||||||"XXXXX"
"Spirontocaris Fabrici"|2311||"invertebrate"|||||||||||||||||"XXXXX"
"Spirontocaris Liljeborgii"|2313||"invertebrate"|"Shrimp"||||"30;?"||||||||||||"XXXXX"
"Spirontocaris Macilenta"|2314||"invertebrate"|||||||||||||||||"XXXXX"
"Spirontocaris Phippsii"|2315||"invertebrate"|"Shrimp"||||"30;?"||||||||||||"XXXXX"
"Spirontocaris Spinus"|2316||"invertebrate"|"Shrimp"|"inshore"|||"30;?"||||||||||||"XXXXX"
"Spirontocaris"|2310||"invertebrate"|"Shrimp"||||||||||||||||"XXXXX"
"Hippolytidae"|2300||"invertebrate"|"Shrimp"||||||||||||||||"XXXXX"
"Stereomastis sculpta"|1056||"invertebrate"|"Lobster"||||||||||||||||"XXXXX"
"Axius Serratus"|2541||"invertebrate"|||||||||||||||||"XXXXX"
"Calocaris Macandreae"|2567||"invertebrate"|||||||||||||||||"XXXXX"
"Axiidae"|2540||"invertebrate"|||||||||||||||||"XXXXX"
"MUD SHRIMP"|2565||"invertebrate"|||||||||||||||||"XXXXX"
"Crab "|2507|"yes"|"invertebrate"|"Crab"|"inshore;shelf"|"benthic"|"benthic:rock,sand,mud,clay"|"10;3400"||"omnivore"|||400|||||"wikipedia"||"XXXXX"
"Decapoda"|2010||"invertebrate"|"Decapod"||||||||||||||||"XXXXX"
"Shrimps"|2100||"invertebrate"|"Shrimp"||||||||||||||||"XXXXX"
"Euphausia Krohni"|2613||"invertebrate"|"Krill"||"pelagic"|"pelagic:diurnal vertical migrations"|||"diatoms;algae;zooplankton"|||5|||||||"XXXXX"
"Euphausia"|2612||"invertebrate"|"Krill"||"pelagic"|"pelagic:diurnal vertical migrations"|||||||||||||"XXXXX"
"Meganyctiphanes Norvegica"|2611||"invertebrate"|"Krill"||||||||||||||||"XXXXX"
"Thysanoessa Acutifrons"|2624||"invertebrate"|"Krill"||||||||||||||||"XXXXX"
"Thysanoessa Inermis"|2622||"invertebrate"|"Krill"||||||||||||||||"XXXXX"
"Thysanoessa Longicaudata"|2623||"invertebrate"|"Krill"||||||||||||||||"XXXXX"
"Thysanoessa Raschii"|2621||"invertebrate"|"Krill"|||||||||1.84|||||||"XXXXX"
"Thysanoessa"|2620||"invertebrate"|"Krill"||||||||||||||||"XXXXX"
"Euphausiidae"|2610||"invertebrate"|"Krill"||||||||||||||||"XXXXX"
"Krill Shrimp"|2600||"invertebrate"|"Krill"||||||||||||||||"XXXXX"
"Mysid Shrimps"|2700||"invertebrate"|"Mysid Shrimp"||||||||||||||||"XXXXX"
"Euphausiacea/Mysidacea O."|2699||"invertebrate"|"Krill"||||||||||||||||"XXXXX"
"Aeginina  Longicornis"|2873||"invertebrate"|"Amphipod"||||"intertidal;2258"|||||5|||||||"XXXXX"
"Caprella Linearis, Skeleton Shrimp"|2871||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Caprella Septentrionalis, Skeleton Shrimp"|2872||"invertebrate"|"Amphipod"|||||||||5.4|||||||"XXXXX"
"Caprella, Skeleton Shrimp"|2874||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Caprellidae"|2870||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Dulichia Monacantha"|2818||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Dulichia Spinosissima"|2817||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Dulichia"|2827||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Dyopedos Porrectus"|2898||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Erichthonius Rubricornis"|2536||"invertebrate"|"Amphipod"||||"0;3056"||||||||||"http://zipcodezoo.com/Animals/E/Erichthonius_rubricornis/Default.asp#MoreInfo"||"XXXXX"
"Ischyroceros Anguipes"|2878||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Ischyroceros"|2890||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Ischyroceridae"|2897||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Gammaropsis Maculatus"|2859||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Amphithoidae"|2860||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Aoridae"|2841||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Neohela Monstrosa"|2804||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Unciola Inermis"|2839||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Unciola Irrorata"|2537||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Red Amphi"|2823||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Purple Amphi"|2822||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Corophiidae"|2840||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Four-Eyed Amphipod"|2857||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Amphipod"|2864||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Ampelisca"|2858||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Byblis Serrata"|2863||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Haploops Laevis"|2856||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Haploops"|2816||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Ampeliscidae"|2855||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Halirages Fulvocinctus"|2875||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Haliragoides Inermis"|2876||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Rozinante Fragilis"|2861||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Rhachotropis Aculeata, Eusirid"|2848||"invertebrate"|"Amphipod"||"pelagic"|||||||3.1|||||||"XXXXX"
"Rhachotropis Inflata"|2847||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Rhachotropis"|2846||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Ceradocus Torelli"|2821||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Gammarus"|2820||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Gammaridae"|2811||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Maera Loveni"|2825||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Maera"|2808||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Melita Dentata"|2812||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Melita"|2814||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Paramphithoe Hystrix"|2805||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Neopleustes Pulchellus"|2866||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Pleustes Medius"|2826||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Pleustes Panopla"|2867||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Pleustidae"|2807||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Hippomedon Denterulatus"|2835||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Hippomedon Propinquus"|2836||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Hippomedon Serratus"|2829||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Hippomedon"|2838||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Orchomonella Minuta"|2869||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Orchomonella Pinguis"|2834||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Orchomonella"|2831||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Lysianassidae"|2830||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
"Anonyx Lilljeborgi"|2868||"invertebrate"|"Amphipod"||||||||||||||||"XXXXX"
